tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat,window_width,predicted_label_hits,estimated_jitter_ns
0,525367728005903,41634,0,0,0,4,0.000455,4096,0,31634.00
0,525367728081144,75241,0,0,0,4,0.000605,4096,0,65241.00
0,525367728154451,73307,0,0,0,2,0.000506,4096,0,63307.00
0,525367728227561,73110,0,0,0,2,0.000286,4096,0,63110.00
0,525367728301486,73925,0,0,0,7,0.000311,4096,0,63925.00
0,525367728374289,72803,0,0,0,10,0.000337,4096,0,62803.00
0,525367728446929,72640,0,0,0,13,0.000566,4096,0,62640.00
0,525367728519824,72895,0,0,0,14,0.000743,4096,0,62895.00
0,525367728590506,70682,0,0,0,11,0.000658,4096,0,60682.00
0,525367728661030,70524,0,0,0,0,0.000061,4096,0,60524.00
0,525367732881180,525367732881180,0,0,0,0,0.000020,4096,0,525367732871180.00
0,525367732980518,99338,0,0,0,0,0.000019,4096,0,89338.00
0,525367733025799,45281,0,0,0,1,0.000057,4096,0,35281.00
0,525367733104620,78821,0,0,0,4,0.000171,4096,0,68821.00
0,525367733180454,75834,0,0,0,11,0.000226,4096,0,65834.00
0,525367733253686,73232,0,0,0,11,0.000237,4096,0,63232.00
0,525367733325504,71818,0,0,0,13,0.000255,4096,0,61818.00
0,525367733397737,72233,0,0,0,11,0.000277,4096,0,62233.00
0,525367733469529,71792,0,0,0,10,0.000487,4096,0,61792.00
0,525367733542006,72477,0,0,0,5,0.000503,4096,0,62477.00
0,525367733614321,72315,0,0,0,7,0.000347,4096,0,62315.00
0,525367733686752,72431,0,0,0,6,0.000282,4096,0,62431.00
0,525367733756973,70221,0,0,0,5,0.000426,4096,0,60221.00
0,525367733829189,72216,0,0,0,5,0.000492,4096,0,62216.00
0,525367733910837,81648,0,0,0,5,0.000531,4096,0,71648.00
0,525367733982869,72032,0,0,0,5,0.000361,4096,0,62032.00
0,525367734006775,23906,0,0,0,5,0.000467,4096,0,13906.00
0,525367734079945,73170,0,0,0,3,0.000652,4096,0,63170.00
0,525367734167317,87372,0,0,0,3,0.000456,4096,0,77372.00
0,525367734240816,73499,0,0,0,2,0.000322,4096,0,63499.00
0,525367734321359,80543,0,0,0,6,0.000301,4096,0,70543.00
0,525367734395643,74284,0,0,0,10,0.000612,4096,0,64284.00
0,525367734473070,77427,0,0,0,14,0.000587,4096,0,67427.00
0,525367734552568,79498,0,0,0,13,0.000692,4096,0,69498.00
0,525367734633959,81391,0,0,0,0,0.000058,4096,0,71391.00
0,525367734705012,71053,0,0,0,0,0.000015,4096,0,61053.00
0,525367739732115,525367739732115,0,0,0,0,0.000020,4096,0,525367739722115.00
0,525367739838417,106302,0,0,0,0,0.000019,4096,0,96302.00
0,525367739910233,71816,0,0,0,4,0.000163,4096,0,61816.00
0,525367739984701,74468,0,0,0,11,0.000213,4096,0,64468.00
0,525367740027225,42524,0,0,0,11,0.000220,4096,0,32524.00
0,525367740103231,76006,0,0,0,11,0.000231,4096,0,66006.00
0,525367740176020,72789,0,0,0,13,0.000246,4096,0,62789.00
0,525367740248246,72226,0,0,0,11,0.000277,4096,0,62226.00
0,525367740320114,71868,0,0,0,8,0.000406,4096,0,61868.00
0,525367740391994,71880,0,0,0,5,0.000496,4096,0,61880.00
0,525367740464030,72036,0,0,0,7,0.000364,4096,0,62036.00
0,525367740536049,72019,0,0,0,7,0.000281,4096,0,62019.00
0,525367740606322,70273,0,0,0,5,0.000398,4096,0,60273.00
0,525367740678393,72071,0,0,0,5,0.000535,4096,0,62071.00
0,525367740751919,73526,0,0,0,5,0.000652,4096,0,63526.00
0,525367740822958,71039,0,0,0,5,0.000386,4096,0,61039.00
0,525367740901729,78771,0,0,0,5,0.000465,4096,0,68771.00
0,525367740975151,73422,0,0,0,3,0.000525,4096,0,63422.00
0,525367741017053,41902,0,0,0,3,0.000477,4096,0,31902.00
0,525367741092355,75302,0,0,0,2,0.000329,4096,0,65302.00
0,525367741163709,71354,0,0,0,7,0.000303,4096,0,61354.00
0,525367741237506,73797,0,0,0,10,0.000523,4096,0,63797.00
0,525367741308522,71016,0,0,0,13,0.000673,4096,0,61016.00
0,525367741382079,73557,0,0,0,11,0.000708,4096,0,63557.00
0,525367741452692,70613,0,0,0,0,0.000046,4096,0,60613.00
0,525367741522569,69877,0,0,0,0,0.000015,4096,0,59877.00
0,525367746327808,525367746327808,0,0,0,0,0.000020,4096,0,525367746317808.00
0,525367746427460,99652,0,0,0,0,0.000019,4096,0,89652.00
0,525367746501061,73601,0,0,0,3,0.000158,4096,0,63601.00
0,525367746576452,75391,0,0,0,10,0.000209,4096,0,65391.00
0,525367746647525,71073,0,0,0,12,0.000234,4096,0,61073.00
0,525367746720148,72623,0,0,0,14,0.000245,4096,0,62623.00
0,525367746789802,69654,0,0,0,13,0.000273,4096,0,59654.00
0,525367746861973,72171,0,0,0,12,0.000275,4096,0,62171.00
0,525367746934356,72383,0,0,0,9,0.000371,4096,0,62383.00
0,525367747121903,187547,0,0,0,8,0.000375,4096,0,177547.00
0,525367747197727,75824,0,0,0,9,0.000301,4096,0,65824.00
0,525367747269872,72145,0,0,0,10,0.000274,4096,0,62145.00
0,525367747341636,71764,0,0,0,6,0.000385,4096,0,61764.00
0,525367747411970,70334,0,0,0,4,0.000419,4096,0,60334.00
0,525367747483753,71783,0,0,0,3,0.000534,4096,0,61783.00
0,525367747556199,72446,0,0,0,3,0.000284,4096,0,62446.00
0,525367747633788,77589,0,0,0,7,0.000433,4096,0,67589.00
0,525367747712775,78987,0,0,0,10,0.000488,4096,0,68987.00
0,525367747786655,73880,0,0,0,12,0.000547,4096,0,63880.00
0,525367747857132,70477,0,0,0,10,0.000635,4096,0,60477.00
0,525367747930879,73747,0,0,0,0,0.000061,4096,0,63747.00
0,525367748002705,71826,0,0,0,0,0.000046,4096,0,61826.00
0,525367752211191,525367752211191,0,0,0,0,0.000020,4096,0,525367752201191.00
0,525367752312560,101369,0,0,0,0,0.000019,4096,0,91369.00
0,525367752384975,72415,0,0,0,4,0.000145,4096,0,62415.00
0,525367752459347,74372,0,0,0,11,0.000217,4096,0,64372.00
0,525367752530274,70927,0,0,0,12,0.000234,4096,0,60927.00
0,525367752604139,73865,0,0,0,14,0.000249,4096,0,63865.00
0,525367752678011,73872,0,0,0,13,0.000275,4096,0,63872.00
0,525367752751012,73001,0,0,0,11,0.000272,4096,0,63001.00
0,525367752824235,73223,0,0,0,9,0.000356,4096,0,63223.00
0,525367752894962,70727,0,0,0,7,0.000517,4096,0,60727.00
0,525367752976562,81600,0,0,0,8,0.000327,4096,0,71600.00
0,525367753012585,36023,0,0,0,8,0.000302,4096,0,26023.00
0,525367753087775,75190,0,0,0,6,0.000513,4096,0,65190.00
0,525367753160963,73188,0,0,0,5,0.000489,4096,0,63188.00
0,525367753235405,74442,0,0,0,4,0.000513,4096,0,64442.00
0,525367753305867,70462,0,0,0,4,0.000387,4096,0,60462.00
0,525367753379776,73909,0,0,0,4,0.000505,4096,0,63909.00
0,525367753583779,204003,0,0,0,2,0.000282,4096,0,194003.00
0,525367753676555,92776,0,0,0,8,0.000308,4096,0,82776.00
0,525367753757255,80700,0,0,0,11,0.000355,4096,0,70700.00
0,525367753834712,77457,0,0,0,10,0.000401,4096,0,67457.00
0,525367753907584,72872,0,0,0,7,0.000772,4096,0,62872.00
0,525367753980238,72654,0,0,0,0,0.000050,4096,0,62654.00
0,525367754008546,28308,0,0,0,0,0.000050,4096,0,18308.00
0,525367754085821,77275,0,0,0,0,0.000061,4096,0,67275.00
0,525367754157884,72063,0,0,0,0,0.000000,4096,0,62063.00
0,525367758674277,525367758674277,0,0,0,0,0.000020,4096,0,525367758664277.00
0,525367758772092,97815,0,0,0,0,0.000019,4096,0,87815.00
0,525367758843839,71747,0,0,0,4,0.000162,4096,0,61747.00
0,525367758920667,76828,0,0,0,11,0.000222,4096,0,66828.00
0,525367758994167,73500,0,0,0,12,0.000237,4096,0,63500.00
0,525367759067292,73125,0,0,0,14,0.000244,4096,0,63125.00
0,525367759141238,73946,0,0,0,13,0.000273,4096,0,63946.00
0,525367759213149,71911,0,0,0,10,0.000272,4096,0,61911.00
0,525367759285709,72560,0,0,0,8,0.000341,4096,0,62560.00
0,525367759358062,72353,0,0,0,6,0.000497,4096,0,62353.00
0,525367759430337,72275,0,0,0,7,0.000319,4096,0,62275.00
0,525367759500056,69719,0,0,0,8,0.000274,4096,0,59719.00
0,525367759572376,72320,0,0,0,6,0.000499,4096,0,62320.00
0,525367759646059,73683,0,0,0,4,0.000405,4096,0,63683.00
0,525367759716060,70001,0,0,0,3,0.000417,4096,0,60001.00
0,525367759786990,70930,0,0,0,3,0.000460,4096,0,60930.00
0,525367759865956,78966,0,0,0,3,0.000475,4096,0,68966.00
0,525367759939654,73698,0,0,0,2,0.000379,4096,0,63698.00
0,525367760008584,68930,0,0,0,7,0.000340,4096,0,58930.00
0,525367760083581,74997,0,0,0,9,0.000432,4096,0,64997.00
0,525367760156485,72904,0,0,0,14,0.000420,4096,0,62904.00
0,525367760228573,72088,0,0,0,12,0.000799,4096,0,62088.00
0,525367760298525,69952,0,0,0,0,0.000000,4096,0,59952.00
0,525367760368895,70370,0,0,0,0,0.000050,4096,0,60370.00
0,525367764426791,525367764426791,0,0,0,0,0.000020,4096,0,525367764416791.00
0,525367764522933,96142,0,0,0,0,0.000019,4096,0,86142.00
0,525367764595454,72521,0,0,0,5,0.000181,4096,0,62521.00
0,525367764665231,69777,0,0,0,11,0.000227,4096,0,59777.00
0,525367764739642,74411,0,0,0,12,0.000229,4096,0,64411.00
0,525367764811427,71785,0,0,0,12,0.000251,4096,0,61785.00
0,525367764882013,70586,0,0,0,12,0.000272,4096,0,60586.00
0,525367764954773,72760,0,0,0,11,0.000248,4096,0,62760.00
0,525367765014546,59773,0,0,0,7,0.000370,4096,0,49773.00
0,525367765098557,84011,0,0,0,4,0.000512,4096,0,74011.00
0,525367765176831,78274,0,0,0,7,0.000321,4096,0,68274.00
0,525367765250868,74037,0,0,0,9,0.000286,4096,0,64037.00
0,525367765324029,73161,0,0,0,4,0.000514,4096,0,63161.00
0,525367765409324,85295,0,0,0,4,0.000355,4096,0,75295.00
0,525367765480454,71130,0,0,0,3,0.000472,4096,0,61130.00
0,525367765553529,73075,0,0,0,3,0.000430,4096,0,63075.00
0,525367765632590,79061,0,0,0,3,0.000391,4096,0,69061.00
0,525367765692121,59531,0,0,0,3,0.000523,4096,0,49531.00
0,525367765774212,82091,0,0,0,8,0.000422,4096,0,72091.00
0,525367765852597,78385,0,0,0,13,0.000458,4096,0,68385.00
0,525367765928265,75668,0,0,0,13,0.000537,4096,0,65668.00
0,525367765999160,70895,0,0,0,11,0.000757,4096,0,60895.00
0,525367766076593,77433,0,0,0,0,0.000050,4096,0,67433.00
0,525367770861952,525367770861952,0,0,0,0,0.000020,4096,0,525367770851952.00
0,525367770968647,106695,0,0,0,0,0.000019,4096,0,96695.00
0,525367771079208,110561,0,0,0,4,0.000145,4096,0,100561.00
0,525367771159174,79966,0,0,0,11,0.000224,4096,0,69966.00
0,525367771233091,73917,0,0,0,12,0.000240,4096,0,63917.00
0,525367771305648,72557,0,0,0,14,0.000244,4096,0,62557.00
0,525367771378498,72850,0,0,0,13,0.000271,4096,0,62850.00
0,525367771459199,80701,0,0,0,10,0.000276,4096,0,70701.00
0,525367771532964,73765,0,0,0,7,0.000343,4096,0,63765.00
0,525367771606328,73364,0,0,0,5,0.000497,4096,0,63364.00
0,525367771678922,72594,0,0,0,6,0.000322,4096,0,62594.00
0,525367771748785,69863,0,0,0,7,0.000276,4096,0,59863.00
0,525367771820988,72203,0,0,0,5,0.000510,4096,0,62203.00
0,525367771893293,72305,0,0,0,4,0.000457,4096,0,62305.00
0,525367771974150,80857,0,0,0,3,0.000401,4096,0,70857.00
0,525367772018246,44096,0,0,0,3,0.000416,4096,0,34096.00
0,525367772111097,92851,0,0,0,3,0.000507,4096,0,82851.00
0,525367772198757,87660,0,0,0,2,0.000448,4096,0,77660.00
0,525367772303273,104516,0,0,0,3,0.000276,4096,0,94516.00
0,525367772377533,74260,0,0,0,9,0.000310,4096,0,64260.00
0,525367772449346,71813,0,0,0,14,0.000348,4096,0,61813.00
0,525367772520733,71387,0,0,0,12,0.000582,4096,0,61387.00
0,525367772591569,70836,0,0,0,11,0.000640,4096,0,60836.00
0,525367772662492,70923,0,0,0,0,0.000050,4096,0,60923.00
0,525367777156654,525367777156654,0,0,0,0,0.000020,4096,0,525367777146654.00
0,525367777256910,100256,0,0,0,0,0.000019,4096,0,90256.00
0,525367777329429,72519,0,0,0,4,0.000139,4096,0,62519.00
0,525367777403835,74406,0,0,0,11,0.000215,4096,0,64406.00
0,525367777476468,72633,0,0,0,12,0.000239,4096,0,62633.00
0,525367777546718,70250,0,0,0,14,0.000246,4096,0,60250.00
0,525367777619633,72915,0,0,0,13,0.000276,4096,0,62915.00
0,525367777691771,72138,0,0,0,10,0.000274,4096,0,62138.00
0,525367777763930,72159,0,0,0,9,0.000369,4096,0,62159.00
0,525367777836294,72364,0,0,0,7,0.000558,4096,0,62364.00
0,525367777909612,73318,0,0,0,7,0.000322,4096,0,63318.00
0,525367777981969,72357,0,0,0,8,0.000287,4096,0,62357.00
0,525367778008157,26188,0,0,0,4,0.000556,4096,0,16188.00
0,525367778082771,74614,0,0,0,5,0.000557,4096,0,64614.00
0,525367778156720,73949,0,0,0,4,0.000526,4096,0,63949.00
0,525367778226668,69948,0,0,0,4,0.000379,4096,0,59948.00
0,525367778299668,73000,0,0,0,4,0.000519,4096,0,63000.00
0,525367778373527,73859,0,0,0,2,0.000524,4096,0,63859.00
0,525367778446423,72896,0,0,0,2,0.000323,4096,0,62896.00
0,525367778519358,72935,0,0,0,3,0.000291,4096,0,62935.00
0,525367778592770,73412,0,0,0,10,0.000321,4096,0,63412.00
0,525367778664007,71237,0,0,0,13,0.000550,4096,0,61237.00
0,525367778737379,73372,0,0,0,14,0.000699,4096,0,63372.00
0,525367778807973,70594,0,0,0,11,0.000708,4096,0,60594.00
0,525367778878632,70659,0,0,0,0,0.000061,4096,0,60659.00
0,525367783047130,525367783047130,0,0,0,0,0.000020,4096,0,525367783037130.00
0,525367783145040,97910,0,0,0,0,0.000019,4096,0,87910.00
0,525367783216863,71823,0,0,0,4,0.000150,4096,0,61823.00
0,525367783291160,74297,0,0,0,11,0.000220,4096,0,64297.00
0,525367783364091,72931,0,0,0,12,0.000236,4096,0,62931.00
0,525367783436160,72069,0,0,0,14,0.000247,4096,0,62069.00
0,525367783508106,71946,0,0,0,13,0.000275,4096,0,61946.00
0,525367783580460,72354,0,0,0,11,0.000276,4096,0,62354.00
0,525367783657501,77041,0,0,0,9,0.000350,4096,0,67041.00
0,525367783739697,82196,0,0,0,7,0.000471,4096,0,72196.00
0,525367783814848,75151,0,0,0,8,0.000319,4096,0,65151.00
0,525367783887556,72708,0,0,0,9,0.000274,4096,0,62708.00
0,525367783963393,75837,0,0,0,7,0.000500,4096,0,65837.00
0,525367784013567,50174,0,0,0,4,0.000489,4096,0,40174.00
0,525367784105018,91451,0,0,0,3,0.000445,4096,0,81451.00
0,525367784181455,76437,0,0,0,3,0.000409,4096,0,66437.00
0,525367784228425,46970,0,0,0,3,0.000549,4096,0,36970.00
0,525367784311435,83010,0,0,0,2,0.000480,4096,0,73010.00
0,525367784390055,78620,0,0,0,2,0.000276,4096,0,68620.00
0,525367784469391,79336,0,0,0,9,0.000306,4096,0,69336.00
0,525367784541621,72230,0,0,0,14,0.000317,4096,0,62230.00
0,525367784622514,80893,0,0,0,13,0.000605,4096,0,70893.00
0,525367784694016,71502,0,0,0,13,0.000683,4096,0,61502.00
0,525367784765481,71465,0,0,0,0,0.000050,4096,0,61465.00
0,525367784836558,71077,0,0,0,0,0.000061,4096,0,61077.00
0,525367789594464,525367789594464,0,0,0,0,0.000020,4096,0,525367789584464.00
0,525367789699272,104808,0,0,0,0,0.000019,4096,0,94808.00
0,525367789772118,72846,0,0,0,3,0.000136,4096,0,62846.00
0,525367789846839,74721,0,0,0,10,0.000207,4096,0,64721.00
0,525367789934228,87389,0,0,0,12,0.000233,4096,0,77389.00
0,525367790062059,127831,0,0,0,13,0.000246,4096,0,117831.00
0,525367790153726,91667,0,0,0,13,0.000268,4096,0,81667.00
0,525367790232176,78450,0,0,0,13,0.000263,4096,0,68450.00
0,525367790315187,83011,0,0,0,7,0.000362,4096,0,73011.00
0,525367790391676,76489,0,0,0,4,0.000494,4096,0,66489.00
0,525367790473064,81388,0,0,0,7,0.000316,4096,0,71388.00
0,525367790548071,75007,0,0,0,9,0.000284,4096,0,65007.00
0,525367790625427,77356,0,0,0,4,0.000504,4096,0,67356.00
0,525367790708010,82583,0,0,0,4,0.000353,4096,0,72583.00
0,525367790788987,80977,0,0,0,3,0.000472,4096,0,70977.00
0,525367790860979,71992,0,0,0,3,0.000413,4096,0,61992.00
0,525367790937245,76266,0,0,0,3,0.000447,4096,0,66266.00
0,525367791012378,75133,0,0,0,3,0.000490,4096,0,65133.00
0,525367791093087,80709,0,0,0,7,0.000390,4096,0,70709.00
0,525367791173147,80060,0,0,0,12,0.000429,4096,0,70060.00
0,525367791247921,74774,0,0,0,12,0.000526,4096,0,64774.00
0,525367791326991,79070,0,0,0,10,0.000719,4096,0,69070.00
0,525367791398801,71810,0,0,0,0,0.000050,4096,0,61810.00
0,525367791469874,71073,0,0,0,0,0.000050,4096,0,61073.00
0,525367796095755,525367796095755,0,0,0,0,0.000020,4096,0,525367796085755.00
0,525367796193816,98061,0,0,0,0,0.000019,4096,0,88061.00
0,525367796265727,71911,0,0,0,3,0.000153,4096,0,61911.00
0,525367796336873,71146,0,0,0,10,0.000209,4096,0,61146.00
0,525367796411641,74768,0,0,0,12,0.000238,4096,0,64768.00
0,525367796483962,72321,0,0,0,14,0.000241,4096,0,62321.00
0,525367796555924,71962,0,0,0,13,0.000268,4096,0,61962.00
0,525367796627822,71898,0,0,0,12,0.000283,4096,0,61898.00
0,525367796699246,71424,0,0,0,9,0.000385,4096,0,61424.00
0,525367796772143,72897,0,0,0,7,0.000532,4096,0,62897.00
0,525367796845245,73102,0,0,0,6,0.000324,4096,0,63102.00
0,525367796915187,69942,0,0,0,8,0.000288,4096,0,59942.00
0,525367796988034,72847,0,0,0,7,0.000507,4096,0,62847.00
0,525367797060672,72638,0,0,0,5,0.000496,4096,0,62638.00
0,525367797136990,76318,0,0,0,4,0.000498,4096,0,66318.00
0,525367797208134,71144,0,0,0,4,0.000421,4096,0,61144.00
0,525367797287644,79510,0,0,0,4,0.000518,4096,0,69510.00
0,525367797366960,79316,0,0,0,2,0.000462,4096,0,69316.00
0,525367797463414,96454,0,0,0,3,0.000284,4096,0,86454.00
0,525367797537199,73785,0,0,0,7,0.000315,4096,0,63785.00
0,525367797610285,73086,0,0,0,12,0.000319,4096,0,63086.00
0,525367797683048,72763,0,0,0,10,0.000582,4096,0,62763.00
0,525367797753947,70899,0,0,0,10,0.000659,4096,0,60899.00
0,525367797824697,70750,0,0,0,0,0.000050,4096,0,60750.00
0,525367802407196,525367802407196,0,0,0,0,0.000020,4096,0,525367802397196.00
0,525367802504686,97490,0,0,0,0,0.000019,4096,0,87490.00
0,525367802576663,71977,0,0,0,4,0.000165,4096,0,61977.00
0,525367802646860,70197,0,0,0,11,0.000227,4096,0,60197.00
0,525367802723337,76477,0,0,0,12,0.000234,4096,0,66477.00
0,525367802796934,73597,0,0,0,13,0.000246,4096,0,63597.00
0,525367802868972,72038,0,0,0,13,0.000270,4096,0,62038.00
0,525367802940549,71577,0,0,0,10,0.000254,4096,0,61577.00
0,525367803008877,68328,0,0,0,7,0.000333,4096,0,58328.00
0,525367803081882,73005,0,0,0,5,0.000504,4096,0,63005.00
0,525367803159991,78109,0,0,0,6,0.000319,4096,0,68109.00
0,525367803232890,72899,0,0,0,6,0.000268,4096,0,62899.00
0,525367803304205,71315,0,0,0,4,0.000519,4096,0,61315.00
0,525367803384539,80334,0,0,0,4,0.000385,4096,0,70334.00
0,525367803457387,72848,0,0,0,3,0.000396,4096,0,62848.00
0,525367803527492,70105,0,0,0,3,0.000395,4096,0,60105.00
0,525367803611320,83828,0,0,0,3,0.000510,4096,0,73828.00
0,525367803683511,72191,0,0,0,3,0.000477,4096,0,62191.00
0,525367803755738,72227,0,0,0,8,0.000396,4096,0,62227.00
0,525367803828126,72388,0,0,0,12,0.000443,4096,0,62388.00
0,525367803900326,72200,0,0,0,13,0.000543,4096,0,62200.00
0,525367803970397,70071,0,0,0,10,0.000778,4096,0,60071.00
0,525367804067777,97380,0,0,0,0,0.000015,4096,0,87380.00
0,525367804139808,72031,0,0,0,0,0.000050,4096,0,62031.00
0,525367808887168,525367808887168,0,0,0,0,0.000020,4096,0,525367808877168.00
0,525367808991487,104319,0,0,0,0,0.000019,4096,0,94319.00
0,525367809078256,86769,0,0,0,5,0.000177,4096,0,76769.00
0,525367809155647,77391,0,0,0,11,0.000222,4096,0,67391.00
0,525367809226800,71153,0,0,0,12,0.000233,4096,0,61153.00
0,525367809299851,73051,0,0,0,13,0.000248,4096,0,63051.00
0,525367809372437,72586,0,0,0,13,0.000273,4096,0,62586.00
0,525367809444135,71698,0,0,0,10,0.000263,4096,0,61698.00
0,525367809516663,72528,0,0,0,8,0.000346,4096,0,62528.00
0,525367809589246,72583,0,0,0,5,0.000526,4096,0,62583.00
0,525367809661518,72272,0,0,0,6,0.000329,4096,0,62272.00
0,525367809733778,72260,0,0,0,6,0.000283,4096,0,62260.00
0,525367809805745,71967,0,0,0,5,0.000544,4096,0,61967.00
0,525367809879107,73362,0,0,0,4,0.000424,4096,0,63362.00
0,525367809949000,69893,0,0,0,3,0.000435,4096,0,59893.00
0,525367810006683,57683,0,0,0,3,0.000484,4096,0,47683.00
0,525367810078009,71326,0,0,0,3,0.000608,4096,0,61326.00
0,525367810151962,73953,0,0,0,2,0.000498,4096,0,63953.00
0,525367810225284,73322,0,0,0,2,0.000286,4096,0,63322.00
0,525367810298618,73334,0,0,0,7,0.000305,4096,0,63334.00
0,525367810372017,73399,0,0,0,8,0.000309,4096,0,63399.00
0,525367810445504,73487,0,0,0,11,0.000604,4096,0,63487.00
0,525367810519712,74208,0,0,0,12,0.000775,4096,0,64208.00
0,525367810590820,71108,0,0,0,0,0.000051,4096,0,61108.00
0,525367810661514,70694,0,0,0,0,0.000061,4096,0,60694.00
0,525367815049993,525367815049993,0,0,0,0,0.000019,4096,0,525367815039993.00
0,525367815147943,97950,0,0,0,1,0.000052,4096,0,87950.00
0,525367815224551,76608,0,0,0,6,0.000169,4096,0,66608.00
0,525367815297229,72678,0,0,0,11,0.000228,4096,0,62678.00
0,525367815370352,73123,0,0,0,12,0.000238,4096,0,63123.00
0,525367815440944,70592,0,0,0,13,0.000244,4096,0,60592.00
0,525367815513214,72270,0,0,0,13,0.000277,4096,0,62270.00
0,525367815586012,72798,0,0,0,10,0.000278,4096,0,62798.00
0,525367815659027,73015,0,0,0,7,0.000343,4096,0,63015.00
0,525367815729663,70636,0,0,0,5,0.000497,4096,0,60636.00
0,525367815802294,72631,0,0,0,6,0.000328,4096,0,62631.00
0,525367815872002,69708,0,0,0,7,0.000280,4096,0,59708.00
0,525367815944505,72503,0,0,0,5,0.000518,4096,0,62503.00
0,525367816014932,70427,0,0,0,4,0.000491,4096,0,60427.00
0,525367816089013,74081,0,0,0,3,0.000440,4096,0,64081.00
0,525367816160171,71158,0,0,0,3,0.000435,4096,0,61158.00
0,525367816229787,69616,0,0,0,3,0.000556,4096,0,59616.00
0,525367816303024,73237,0,0,0,2,0.000442,4096,0,63237.00
0,525367816374084,71060,0,0,0,3,0.000349,4096,0,61060.00
0,525367816447532,73448,0,0,0,9,0.000406,4096,0,63448.00
0,525367816518948,71416,0,0,0,14,0.000411,4096,0,61416.00
0,525367816589907,70959,0,0,0,12,0.000657,4096,0,60959.00
0,525367816660617,70710,0,0,0,11,0.000654,4096,0,60710.00
0,525367816731124,70507,0,0,0,0,0.000050,4096,0,60507.00
0,525367820843954,525367820843954,0,0,0,0,0.000020,4096,0,525367820833954.00
0,525367820941830,97876,0,0,0,0,0.000019,4096,0,87876.00
0,525367821007974,66144,0,0,0,3,0.000140,4096,0,56144.00
0,525367821084267,76293,0,0,0,10,0.000204,4096,0,66293.00
0,525367821156559,72292,0,0,0,12,0.000234,4096,0,62292.00
0,525367821228302,71743,0,0,0,14,0.000246,4096,0,61743.00
0,525367821299739,71437,0,0,0,13,0.000276,4096,0,61437.00
0,525367821371266,71527,0,0,0,10,0.000268,4096,0,61527.00
0,525367821442727,71461,0,0,0,8,0.000336,4096,0,61461.00
0,525367821514242,71515,0,0,0,6,0.000473,4096,0,61515.00
0,525367821586313,72071,0,0,0,7,0.000327,4096,0,62071.00
0,525367821655675,69362,0,0,0,8,0.000278,4096,0,59362.00
0,525367821728262,72587,0,0,0,5,0.000505,4096,0,62587.00
0,525367821808099,79837,0,0,0,4,0.000395,4096,0,69837.00
0,525367821881357,73258,0,0,0,3,0.000409,4096,0,63258.00
0,525367821923892,42535,0,0,0,3,0.000470,4096,0,32535.00
0,525367822035574,111682,0,0,0,3,0.000566,4096,0,101682.00
0,525367822118327,82753,0,0,0,2,0.000423,4096,0,72753.00
0,525367822195598,77271,0,0,0,6,0.000376,4096,0,67271.00
0,525367822274781,79183,0,0,0,8,0.000406,4096,0,69183.00
0,525367822352843,78062,0,0,0,12,0.000476,4096,0,68062.00
0,525367822435685,82842,0,0,0,10,0.000721,4096,0,72842.00
0,525367822512175,76490,0,0,0,0,0.000048,4096,0,66490.00
0,525367822585063,72888,0,0,0,0,0.000050,4096,0,62888.00
0,525367827234155,525367827234155,0,0,0,0,0.000020,4096,0,525367827224155.00
0,525367827333666,99511,0,0,0,0,0.000019,4096,0,89511.00
0,525367827406604,72938,0,0,0,4,0.000164,4096,0,62938.00
0,525367827482393,75789,0,0,0,11,0.000223,4096,0,65789.00
0,525367827553255,70862,0,0,0,12,0.000240,4096,0,60862.00
0,525367827625836,72581,0,0,0,13,0.000244,4096,0,62581.00
0,525367827697865,72029,0,0,0,13,0.000274,4096,0,62029.00
0,525367827770552,72687,0,0,0,10,0.000278,4096,0,62687.00
0,525367827842906,72354,0,0,0,7,0.000346,4096,0,62354.00
0,525367827913516,70610,0,0,0,5,0.000501,4096,0,60610.00
0,525367827985957,72441,0,0,0,6,0.000332,4096,0,62441.00
0,525367828055964,70007,0,0,0,6,0.000280,4096,0,60007.00
0,525367828130915,74951,0,0,0,5,0.000527,4096,0,64951.00
0,525367828204542,73627,0,0,0,4,0.000424,4096,0,63627.00
0,525367828275120,70578,0,0,0,3,0.000435,4096,0,60578.00
0,525367828348903,73783,0,0,0,3,0.000483,4096,0,63783.00
0,525367828421762,72859,0,0,0,3,0.000562,4096,0,62859.00
0,525367828494658,72896,0,0,0,2,0.000405,4096,0,62896.00
0,525367828565419,70761,0,0,0,7,0.000369,4096,0,60761.00
0,525367828638799,73380,0,0,0,9,0.000482,4096,0,63380.00
0,525367828710403,71604,0,0,0,14,0.000475,4096,0,61604.00
0,525367828784018,73615,0,0,0,12,0.000882,4096,0,63615.00
0,525367828857365,73347,0,0,0,0,0.000000,4096,0,63347.00
0,525367828928109,70744,0,0,0,0,0.000050,4096,0,60744.00
0,525367833046737,525367833046737,0,0,0,0,0.000020,4096,0,525367833036737.00
0,525367833152180,105443,0,0,0,0,0.000019,4096,0,95443.00
0,525367833226652,74472,0,0,0,3,0.000128,4096,0,64472.00
0,525367833304076,77424,0,0,0,10,0.000205,4096,0,67424.00
0,525367833378488,74412,0,0,0,11,0.000227,4096,0,64412.00
0,525367833451293,72805,0,0,0,13,0.000234,4096,0,62805.00
